Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\UploadDDCToAWS.cs,506,7,M:System.TimeSpan.FromDays(System.Double),,,,,DateTime RequireBundleManifestAfter = UtcNow - TimeSpan.FromDays(1.0);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\UploadDDCToAWS.cs,491,7,M:System.TimeSpan.FromDays(System.Double),,,,,DateTime RemoveBundleManifestsBefore = UtcNow - TimeSpan.FromDays(3.0);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\UploadDDCToAWS.cs,224,11,M:System.TimeSpan.FromDays(System.Double),,,,,"if(Age > TimeSpan.FromDays(5))  						{  							try  							{  								Logger.LogInformation(""Deleting {Arg0}"", FilterFile.FullName);  								FilterFile.Delete();  							}  							catch (Exception Ex)  							{  								Logger.LogWarning(""Unable to delete: {Arg0}"", Ex.Message);  								Logger.LogDebug(""{Text}"", ExceptionUtils.FormatExceptionDetails(Ex));  							}  						}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\UploadDDCToAWS.cs,210,6,M:System.TimeSpan.FromDays(System.Double),,,,,"if (Age < TimeSpan.FromDays(3))  						{  							Logger.LogInformation(""Reading {Arg0}"", FilterFile.FullName);    							string[] Lines = File.ReadAllLines(FilterFile.FullName);  							foreach (string Line in Lines)  							{  								string TrimLine = Line.Trim().Replace('\\', '/');  								if (TrimLine.Length > 0)  								{  									Paths.Add(TrimLine);  								}  							}  						}  						else if(Age > TimeSpan.FromDays(5))  						{  							try  							{  								Logger.LogInformation(""Deleting {Arg0}"", FilterFile.FullName);  								FilterFile.Delete();  							}  							catch (Exception Ex)  							{  								Logger.LogWarning(""Unable to delete: {Arg0}"", Ex.Message);  								Logger.LogDebug(""{Text}"", ExceptionUtils.FormatExceptionDetails(Ex));  							}  						}"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\CopyBuildToStagingDirectory.Automation.cs,6381,4,M:System.ValueType.Equals(System.Object),,,,,"if (!CookedDataPlatform.Equals(StagePlatform))  				{  					DeploymentContexts.Add(SC);  				}  				else  				{  					DeploymentContexts.Insert(0, SC);  				}"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\CopyBuildToStagingDirectory.Automation.cs,5141,5,T:System.Net.Http.HttpContent,,,,,Task<byte[]> ReadChunkTask = HttpGetResult.Content.ReadAsByteArrayAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\CopyBuildToStagingDirectory.Automation.cs,1321,3,T:System.Net.Http.HttpContent,,,,,return await Client.Send(Request).Content.ReadAsByteArrayAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\CopyBuildToStagingDirectory.Automation.cs,1010,3,T:System.Net.Http.HttpContent,,,,,Task<byte[]> ReadOplogTask = HttpGetResult.Content.ReadAsByteArrayAsync();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\CopyBuildToStagingDirectory.Automation.cs,985,4,M:System.TimeSpan.FromMinutes(System.Double),,,,,HttpClient.Timeout = TimeSpan.FromMinutes(20);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\BuildThirdPartyLibs.Automation.cs,135,2,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""THIRD_PARTY_CHANGELIST"", string.Format(""-c {0}"", WorkingCL));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\BuildHlslcc.Automation.cs,541,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""PATH"", CMakePath + "";"" + MakePath + "";"" + Environment.GetEnvironmentVariable(""PATH""));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\BuildHlslcc.Automation.cs,540,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""PATH"", CMakePath + "";"" + MakePath + "";"" + PathWithoutCygwin);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\BuildHlslcc.Automation.cs,74,2,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""CMAKE_ROOT"", DirectoryReference.Combine(CMakeRootDirectory, ""share"").ToString());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\BuildCMakeLib.Automation.cs,628,3,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""PATH"", CMakePath + "";"" + MakePath + "";"" + Environment.GetEnvironmentVariable(""PATH""));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\AutomationScripts.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Scripts\BuildCMakeLib.Automation.cs,627,3,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""PATH"", CMakePath + "";"" + MakePath + "";"" + PathWithoutCygwin);"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationTool.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationTool.csproj,,,Magick.NET-Q16-HDRI-AnyCPU 14.9.1,,,,,"Magick.NET-Q16-HDRI-AnyCPU, 14.9.1  Recommendation:  Magick.NET-Q16-HDRI-AnyCPU, 14.12.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationTool.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationTool.csproj,,,,,,,,Current target framework: net8.0-windows10.0.19041 Recommended target framework: net10.0--windows10.0.19041
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationTool.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\Program.cs,135,4,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(EnvVarName, EnvVarValue);"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationToolLauncher\AutomationToolLauncher.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationToolLauncher\AutomationToolLauncher.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,,,System.Drawing.Common 8.0.20,,,,,"System.Drawing.Common, 8.0.20  Recommendation:  Remove System.Drawing.Common, and replace with new package System.Drawing.Common 10.0.6"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,,,System.Net.Http 4.3.4,,,,,"System.Net.Http, 4.3.4  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,,,System.Security.Permissions 8.0.0,,,,,"System.Security.Permissions, 8.0.0  Recommendation:  Remove System.Security.Permissions, and replace with new package System.Security.Permissions 10.0.6"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,,,System.Text.Encoding.CodePages 8.0.0,,,,,"System.Text.Encoding.CodePages, 8.0.0  Recommendation:  Remove System.Text.Encoding.CodePages, and replace with new package System.Text.Encoding.CodePages 10.0.6"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,File,F:\UnrealEngine_5.7.4\UE_5.7\Engine\Source\Programs\AutomationTool\AutomationUtils\AutomationUtils.Automation.csproj,,,System.Text.RegularExpressions 4.3.1,,,,,"System.Text.RegularExpressions, 4.3.1  Recommendation:  Package functionality included with new framework reference"
